Name,Pos,Rating,Team,Fantasy Points,FPPG,FPPM,9/27,9/26,9/25,9/24,9/23,9/22,9/21,9/20,9/19,9/18,9/17,9/16,9/15,9/14,9/13,9/12,9/11,9/10,9/9,9/8,9/7,9/6,9/5,9/4,9/3,9/2,9/1,8/31,8/30,8/29,8/28,8/27,8/26,8/25,8/24,8/23,8/22,8/21,8/20,8/19,8/18,8/17,8/16,8/15,8/14,8/13,8/12,8/11,8/10,8/9,8/8,8/7,8/6,8/5,8/4,8/3,8/2,8/1,7/31,7/30,7/29,7/28,7/27,7/26,7/25,7/24,7/23,7/22,7/21,7/20,7/19,7/18,7/17,7/16,7/15,7/14,7/13,7/12,7/11,7/10,7/9,7/8,7/7,7/6,7/5,7/4,7/3,7/2,7/1,6/30,6/29,6/28,6/27,6/26,6/25,6/24,6/23,6/22,6/21,6/20,6/19,6/18,6/17,6/16,6/15,6/14,6/13,6/12,6/11,6/10,6/9,6/8,6/7,6/6,6/5,6/4,6/3,6/2,6/1,5/31,5/30,5/29,5/28,5/27,5/26,5/25,5/24,5/23,5/22,5/21,5/20,5/19,5/18,5/17,5/16,5/15,5/14,5/13,5/12,5/11,5/10,5/9,5/8,5/7,5/6,5/5,5/4,5/3,5/2,5/1,4/30,4/29,4/28,4/27,4/26,4/25,4/24,4/23,4/22,4/21,4/20,4/19,4/18,4/17,4/16,4/15,4/14,4/13,4/12,4/11,4/10,4/9,4/8,4/7,4/6,4/5,4/4,4/3,4/2,4/1,3/31,3/30,3/29,3/28,3/27,3/26,3/25,3/24,3/23,3/22,3/21,3/20,3/19,3/18,3/17,3/16,3/15,3/14,3/13,3/12,3/11,3/10,3/9,3/8,3/7,3/6,3/5,3/4,3/3,3/2,3/1,2/28,2/27,2/26,2/25,2/24,2/23,2/22,2/21,2/20,2/19,2/18,2/17,2/16,2/15,2/14,2/13,2/12,2/11,2/10,2/9,2/8,2/7,2/6,2/5,2/4,2/3,2/2,2/1,1/31,1/30,1/29,1/28,1/27,1/26,1/25,1/24,1/23,1/22,1/21,1/20,1/19,1/18,1/17,1/16,1/15,1/14,1/13,1/12,1/11,1/10,1/9,1/8,1/7,1/6,1/5,1/4,1/3,1/2,1/1,12/31,12/30,12/29,12/28,12/27,12/26,12/25,12/24,12/23,12/22
"Jalen Smith","PF",72,"PHO",114.4,3.9,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chimezie Metu","C",73,"SAC",469.4,12.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,21,26,0,28,0,30,0,3,0,0,0,0,0,0,11,0,19,0,12,22,0,0,0,7,6,0,8,0,0,6,8,0,12,0,5,0,8,0,0,0,0,18,13,0,7,0,8,0,8,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,16,0,8,0,0,9,0,24,0,1,0,0,0,20,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kelan Martin","SF",70,"IND",320.1,10.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,18,34,0,27,0,16,35,0,9,0,7,20,0,0,0,15,0,12,0,11,0,8,4,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,13,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5,0,0,0,0
"Jonas Valanciunas","C",83,"MEM",2333.2,40.7,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,34,0,33,0,0,29,0,0,0,0,24,0,61,0,0,51,0,0,45,0,0,51,0,57,0,45,24,0,38,0,43,41,0,29,0,16,42,0,0,0,0,0,0,0,37,38,0,34,0,52,68,0,49,0,41,33,0,30,0,32,0,37,0,46,0,30,28,0,33,0,44,0,43,36,0,20,0,48,43,0,30,0,67,0,0,0,0,0,30,0,32,0,11,0,42,37,0,0,28,0,24,33,0,40,17,0,42,0,36,0,38,0,58,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,49,0,24,0,0,20,40,0,31,0,28,0,28,0,29,0,36,0,35,0,0,38,0
"Tyler Johnson","PG",75,"BKN",397.9,11.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,6,0,0,0,0,0,0,0,0,0,6,0,5,21,0,18,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,18,11,0,12,0,0,20,0,9,14,0,12,0,3,0,23,0,8,0,4,0,11,0,0,0,0,0,0,0,9,0,10,0,0,0,9,0,21,0,0,0,0,6,0,23,13,0,11,0,0,5,8,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,4
"Axel Toupane","SF",67,"MIL",42.2,5.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kristaps Porzingis","PF",81,"DAL",1607.2,42.7,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,28,0,36,0,0,37,0,36,0,0,36,0,0,22,0,0,0,0,0,27,0,36,0,29,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,35,37,0,0,38,0,36,0,36,0,0,56,0,0,52,40,0,0,0,0,25,0,44,0,38,0,0,39,0,53,0,0,35,0,26,0,28,0,32,0,45,0,0,45,0,0,0,0,0,0,33,0,38,0,35,0,0,0,0,0,0,0,0,0,0,0,0,35,0,46,0,22,0,64,0,33,0,40,42,0,40,0,0,20,0,38,0,27,0,0,41,0,51,0,40,35,0,30,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sekou Doumbouya","PF",74,"DET",582.1,10.9,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,13,20,0,28,0,34,16,0,16,0,16,0,0,13,0,0,0,10,0,0,0,0,0,19,0,0,0,0,9,26,0,9,0,4,19,0,0,0,0,0,0,0,0,7,4,0,-1,0,0,0,0,2,0,5,0,10,0,0,0,1,0,0,0,0,0,0,11,13,0,0,7,0,1,0,15,8,0,12,0,7,0,0,0,0,0,0,0,14,0,2,0,0,12,6,0,0,6,0,0,10,0,1,8,0,6,0,22,3,0,6,0,0,0,9,0,0,0,0,0,1,0,4,0,6,0,22,14,0,8,0,0,11,19,0,2,0,0,18,0
"Juwan Morgan","PF",72,"UTA",93.1,2.7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
"Langston Galloway","SG",73,"PHO",290.4,7.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,6,0,6,7,0,6,0,22,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,2,0,0,0,0,0,0,0,0,6,0,21,1,0,6,0,8,0,10,0,11,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,4,19,0,0,0,0,-1,0,10,5,0,4,0,9,0,0,0,13,0
"Georges Niang","PF",72,"UTA",847.7,12.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,0,1,0,0,0,5,0,0,0,0,0,7,0,8,0,5,0,0,8,0,0,0,0,0,0,0,0,0,12,0,23,0,16,0,13,0,32,19,0,17,0,16,0,2,15,0,28,0,23,0,16,0,0,8,0,9,0,18,11,0,0,32,9,0,17,0,10,6,0,7,0,14,7,0,10,0,9,0,9,9,0,15,0,7,0,0,2,7,0,9,0,4,0,19,0,0,0,0,0,0,0,0,5,0,8,0,16,5,0,8,0,26,0,0,1,0,9,0,11,0,28,16,0,0,4,0,7,0,7,13,0,9,0,7,0,11,0,15,16,0,0,10,0,12,0,10,0,13,0,18,0,0,18,0,2,0,8,0,9,0,0,9,0,1,0,0,0,4,0,2,0,0,0,0
"Nico Mannion","PG",72,"GS",303.2,9.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,6,0,3,0,0,4,0,2,0,0,0,13,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,-1,0,0,13,0,0,13,16,0,18,0,0,10,6,0,17,0,17,15,0,0,15,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,0,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aaron Nesmith","SF",69,"BOS",453.9,8.9,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,6,0,0,5,0,0,9,0,0,0,11,0,7,14,0,0,22,12,0,25,0,11,0,8,0,0,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,13,0,3,0,1,0,6,0,3,1,0,0,0,10,10,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,20,0,7,0,14,16,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,19,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0
"Kevon Looney","C",74,"GS",907.9,16.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,29,0,0,22,0,19,0,0,17,21,0,21,0,20,0,20,8,0,17,0,19,0,11,0,22,0,22,0,25,0,22,0,20,0,23,24,0,19,0,18,2,0,0,16,0,14,0,5,13,0,0,12,0,0,15,15,0,18,0,0,0,31,0,22,0,6,4,0,0,9,0,0,0,0,0,0,13,19,0,0,1,0,15,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,25,0,14,17,0,16,0,10,0,6,16,0,15,0,0,0,4,0,14,0,8,0,4,0,14,0,17,10,0,8,0,0,17,0,18,0,5,0,0,4
"Eric Paschall","PF",75,"GS",625.1,16,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,12,16,0,0,10,0,0,0,0,0,0,7,8,0,0,26,0,11,0,12,12,0,0,21,13,0,21,0,29,0,18,0,4,0,25,6,0,0,0,0,0,4,0,0,6,0,14,20,0,12,0,5,0,15,15,0,31,0,0,0,14,0,0,0,18,0,20,0,24,0,27,15,0,21,0,0,13,0,25,0,12,0,0,10
"Brad Wanamaker","PG",76,"GS",342.3,37.5,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,17,0,29,0,3,1,0,0,9,25,0,20,0,12,12,0,0,0,18,0,17,0,15,16,0,25,0,24,0,23,0,0,12,0,25,12,0,0,0,-1,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,16,0,0,0,8,8,0,0,31,12,0,13,0,19,0,11,0,1,0,16,2,0,8,0,19,0,8,0,0,21,0,9,14,0,14,0,9,0,5,18,0,11,0,0,0,7,0,8,0,16,0,21,0,14,0,12,4,0,8,0,0,17,0,20,0,18,0,0,7
"Marc Gasol","C",72,"LAL",882.5,18.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,14,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,9,0,12,0,21,1,0,0,24,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,29,0,0,7,0,0,0,0,0,38,0,19,0,22,0,15,0,0,14,0,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,16,0,17,0,33,0,21,0,22,0,24,0,13,0,11,0,20,0,17,0,11,0,11,0,0,18,0,5,0,15,16,0,7,0,15,0,12,0,0,8,0,0,11,0,27,27,0,15,0,22,5,0,18,0,23,0,20,0,10,0,14,41,0,11,0,0,1
"Alex Len","C",79,"TOR",958.8,19.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,16,0,16,0,0,16,0,0,14,0,0,20,0,8,0,1,0,16,0,30,0,14,0,28,0,16,6,0,17,0,2,16,0,36,0,33,4,0,14,0,17,0,11,0,18,15,0,17,0,12,0,9,31,0,6,0,31,0,15,0,23,0,16,16,0,18,0,18,0,16,0,37,0,0,15,29,0,8,0,23,13,0,1,0,0,0,0,0,0,0,19,0,11,24,0,1,0,0,1,0,6,0,0,23,0,0,0,0,17,0,22,0,26,7,0,43,0,24,10,0,1,0,26,0,16,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,2,0,8,0,16,0,10,0,0,0,0,0,0,0
"Pascal Siakam","PF",81,"TOR",2230,40.3,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,66,0,40,0,68,28,0,21,0,21,37,0,41,0,0,36,0,0,0,0,0,0,40,48,0,27,0,0,45,0,46,38,0,0,57,0,40,0,26,36,0,52,0,50,0,41,19,0,48,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,50,0,44,0,39,49,0,48,0,42,0,0,32,40,0,52,0,41,67,0,0,29,0,56,0,39,0,34,0,0,0,0,38,0,29,0,27,0,24,0,39,0,0,52,40,0,49,0,52,0,35,0,16,0,0,0,34,0,0,47,0,0,32,0
"Bruno Fernando","C",74,"ATL",159.6,5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,-2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,2,17,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,4,1,0,3,0,9,0,14,0,0,17,0
"Kawhi Leonard","SF",95,"LAC",2300.9,54.7,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,62,0,36,0,38,0,68,0,58,0,50,0,0,42,0,42,0,0,43,0,0,57,0,0,0,0,0,0,0,0,33,0,40,0,40,0,0,31,0,21,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,50,35,0,52,0,47,0,0,51,0,41,52,0,37,0,0,51,0,47,0,38,0,0,42,0,53,37,0,0,49,0,0,0,0,0,0,28,0,0,0,46,0,50,30,0,48,0,50,0,42,0,0,0,0,0,0,50,0,57,0,0,33,0,48,0,34,64,0,42,0,33,0,0,0,0,56,0,56,0,58,0,0,31,0,42,0,52,0,0,50,0,37,0,30,57,0,30,0,61,0,54,0,0,0,0,50,0,0,35
